,link,first_name,last_name,nationality,year
197,https://web.archive.org/web/20121010212720/http://www.nga.gov/cgi-bin/tsearch?artistid=2500,Ruth,Fine,American, born 1941
198,https://web.archive.org/web/20121010212720/http://www.nga.gov/cgi-bin/tsearch?artistid=2500,Ruth,Fine Lehrer,American, born 1941
199,https://web.archive.org/web/20121010212720/http://www.nga.gov/cgi-bin/tsearch?artistid=7504,Samuel,Fineman,American, active c. 1935
200,https://web.archive.org/web/20121010212720/http://www.nga.gov/cgi-bin/tsearch?artistid=4087,Michel,Fingesten,Austrian, 1884 - 1943
201,https://web.archive.org/web/20121010212720/http://www.nga.gov/cgi-bin/tsearch?artistid=4088,Maso,Finiguerra,Italian, 1426 - 1464
202,https://web.archive.org/web/20121010212720/http://www.nga.gov/cgi-bin/tsearch?artistid=6842,Aaron,Fink,American, born 1955
203,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=33421,Herbert Lewis,Fink,American, born 1921
204,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=33422,Lucille,Fink,American, born 1910
205,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=7505,Bisby,Finley,American, active c. 1935
206,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=33423,Mary L.,Finley Fry,American, 1908 - 1964
207,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=20906,Alexander,Finnie,British, 18th century
208,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=37024,,Finot,French, active 18th century
209,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=33424,Joseph,Fiore,American, born 1925
210,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=1997,Adriano,Fiorentino,Italian, c. 1450/1460 - 1499
211,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=2108,Niccolò,Fiorentino,Italian, 1430 - 1514
212,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=31315,Remigio,Fiorentino,Italian, 1518 - 1580
213,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=1837,Rosso,Fiorentino,Italian, 1494 - 1540
214,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=4080,Étienne,Fiquet,French, 1719 - 1794
215,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=4089,Pierre,Firens I,Flemish, 1597 - 1636/1639
216,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=34379,,First Master of the Cortona Antiphonaries,Italian, active 1275 - 1300
217,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=24646,Arno,Fischer,German, born 1927
218,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=4090,Hans,Fischer,Swiss, 1909 - 1958
219,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=33425,Hulda Rotier,Fischer,American, 1893 - 1982
220,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=4091,Joseph,Fischer,Austrian, 1769 - 1822
221,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=7507,L. Vladimar,Fischer,American, active c. 1935
222,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=7508,Ulrich,Fischer,American, active c. 1935
223,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=11647,Johann Bernhard,Fischer von Erlach,Austrian, 1656 - 1723
224,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=11648,Joseph Emmanuel,Fischer von Erlach,Austrian, 1693 - 1742
225,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=6888,Eric,Fischl,American, born 1948
226,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=10130,Janet,Fish,American, born 1938
227,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=7509,Pauline,Fish,American, active c. 1935
228,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=7510,James,Fisher,American, active c. 1935
229,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=19102,Joel,Fisher,American, born 1947
230,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=4092,Jonathan,Fisher,American, 1768 - 1847
231,https://web.archive.org/web/20121010212624/http://www.nga.gov/cgi-bin/tsearch?artistid=33426,Leonard Everett,Fisher,American, born 1924
232,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4093,Stanley,Fisher,American, born 1925
233,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=29896,Stephen,Fisher,American, born 1954
234,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=7512,John,Fisk,American, active c. 1935
235,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=33427,Gertrude,Fiske,American, 1879 - 1961
236,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4094,Walter Hood,Fitch,British, 1817 - 1892
237,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=33428,Eugene Camille,Fitsch,American, 1892 - 1972
238,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=6215,James,Fittler,British, 1758 - 1835
239,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4095,Hedley,Fitton,British, 1857 - 1929
240,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=33429,Edmond James,Fitzgerald,American, 1912 - 1989
241,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=10583,Edward,Fitzgerald,American, born 1927
242,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=34928,James Herbert,Fitzgerald,American, 1910 - 1973
243,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=25980,John,Fitzgerald,active second half 20th century,
244,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=7513,Mary,Fitzgerald,American, active c. 1935
245,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4096,Albert,Flamand,Flemish, c. 1620 - 1669 or after
246,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4096,Albert,Flamen,Flemish, c. 1620 - 1669 or after
247,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=5544,Anselme,Flamen,French, 1647 - 1717
248,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4097,Leopold,Flameng,French, 1831 - 1911
249,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=23361,Barry,Flanagan,British, 1941 - 2009
250,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=1429,Juan de,Flandes,Hispano-Flemish, active 1496 - 1519
251,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=35482,Jean-Paul,Flandrin,French, 1811 - 1902
252,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=5958,John Bernard,Flannagan,American, 1895 - 1942
253,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=7118,Gustave,Flaubert,French, 1821 - 1880
254,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4098,Dan,Flavin,American, 1933 - 1996
255,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4098,Daniel Nicholas Jr.,Flavin,American, 1933 - 1996
256,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=2501,John,Flaxman,British, 1755 - 1826
257,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=5694,Mary Ann,Flaxman,British, 1768 - 1833
258,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=6216,Johann Friedrich,Fleischberger,Bavarian, active 1650
259,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=2699,Horace J. ?,Fleisher,American (?), active 1930
260,https://web.archive.org/web/20121010212650/http://www.nga.gov/cgi-bin/tsearch?artistid=4099,Alexander Patrick,Fleming,British (?), active 20th century
261,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=7514,Elmo,Fleming,American, active c. 1935
262,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=34467,,Flemish 15th Century,,
263,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=8348,,Flemish 16th Century,,
264,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=8352,,Flemish 17th Century,,
265,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=23474,Robert de,Flers,French, 1872 - 1927
266,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=23474,Robert Marquis de,Flers,French, 1872 - 1927
267,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=7515,Daniel,Fletcher,American, active c. 1935
268,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=6343,William,Fletcher,English, active 1644
269,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=7516,William O.,Fletcher,American, active c. 1935
270,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=22975,M.,Fleurot,French,
271,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=34926,Eugene,Fleury,American, 1913 - 1984
272,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=6984,Jules,Fleury,French, 1821 - 1889
273,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=28425,Léon-François-Antoine,Fleury,French, 1804 - 1858
274,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=27316,Claude,Flight,British, 1881 - 1955
275,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=2502,Govaert,Flinck,Dutch, 1615 - 1660
276,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=2502,Govert,Flinck,Dutch, 1615 - 1660
277,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4100,Paul,Flindt II,German, active 1601 - 1618
278,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=33430,Susan Willard,Flint,American, 1902 - 1984
279,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=33431,William LeRoy,Flint,American, 1909 - 1991
280,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=2503,William Russell,Flint,Scottish, 1880 - 1969
281,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=2503,W. Russell,Flint,Scottish, 1880 - 1969
282,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4101,Jean-Jacques,Flipart,French, 1719 - 1782
283,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4101,Jean-Jacques,Flippart,French, 1719 - 1782
284,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=14758,Henry,Flitcroft,British, 1697 - 1769
285,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4102,Albert,Flocon,French, born 1909
286,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4104,Richard,Floethe,American, 1901 - 1988
287,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4105,Ede,Flor,Dutch, born 1925
288,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=4105,Eduard,Flor,Dutch, born 1925
289,https://web.archive.org/web/20121010212602/http://www.nga.gov/cgi-bin/tsearch?artistid=33433,James,Flora,American, 1914 - 1998
290,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=8295,,Florentine 15th Century,Italian, 15th century
291,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=8311,,Florentine 16th Century,Italian, 16th century
292,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=26289,,Florentine 17th Century,Italian, 17th century
293,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=8338,,Florentine 19th Century,Italian, 19th century
294,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=7004,,Florian,French, 1755 - 1794
295,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4106,Frédéric,Florian,Swiss, 1858 - 1926
296,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=7004,Jean-Pierre Claris de,Florian,French, 1755 - 1794
297,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=2504,Frans,Floris I,Flemish, c. 1519 - 1570
298,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4107,Cornelis,Floris II,Flemish, 1514 - 1575
299,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4108,Richard A.,Florsheim,American, 1916 - 1979
300,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4108,Richard,Florsheim Art Fund,American, 1916 - 1979
301,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4109,Arthur L.,Flory,American, 1914 - 1972
302,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4110,Peter,Flötner,German, c. 1485 - 1546
303,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=7517,Lawrence,Flynn,American, 1900 - 1973
304,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=7005,Mme. Eugenie,Foa,French, born 1795 or 1798
305,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4111,Georges,Focus,French, 1641 - 1708
306,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=33434,Seymour,Fogel,American, 1911 - 1984
307,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=2109,Giovanni Battista,Foggini,Italian, 1652 - 1725
308,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4113,Jan,Fokke,Dutch, 1742 - 1812
309,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=6613,Simon,Fokke,Netherlandish, 1712 - 1784
310,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=33435,Cornelia MacIntyre,Foley,American, born 1909
311,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=4114,Anna,Folkema,Dutch, 1695 - 1768
312,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=31470,Ladislav,Foltýn,Slovak, 1906 -  2002
313,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=26227,Philipp von,Foltz,German, 1805 - 1877
314,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=6680,Pierre-François-Léonard,Fontaine,French, 1762 - 1853
315,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=2110,Annibale,Fontana,Italian, 1540 - 1587
316,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=5897,Carlo,Fontana,Italian, 1634 - 1714
317,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=11649,Domenico,Fontana,Italian, 1543 - 1607
318,https://web.archive.org/web/20121010212535/http://www.nga.gov/cgi-bin/tsearch?artistid=5687,Francesco,Fontana,Italian, 1668 - 1708
319,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=6872,Giovanni Battista,Fontana,Italian, c. 1524 - 1587
320,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2314,Guido,Fontana,Italian, active 1520 - 1576
321,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=4116,Lucio,Fontana,Italian, 1899 - 1968
322,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2506,Francesco,Fontebasso,Italian, 1709 - 1769
323,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2507,F.H.,Foot,American, active probably 19th century
324,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2053,Caradosso,Foppa,Italian, c. 1452 - 1526/1527
325,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2053,Cristoforo,Foppa,Italian, c. 1452 - 1526/1527
326,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=1311,Vincenzo,Foppa,Italian, c. 1430 - 1515/1516
327,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=1315,Jean-Louis,Forain,French, 1852 - 1931
328,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2508,Edwin,Forbes,American, 1839 - 1895
329,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=2508,Edwin C.,Forbes,American, 1839 - 1895
330,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=30158,Comte de,Forbin,French, born c. 1721
331,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=19614,Bryce,Ford,,
332,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=7518,Mildred,Ford,American, active c. 1935
333,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=7519,Samuel W.,Ford,American, active c. 1935
334,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=36661,S. W.,Fores,British,
335,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=26657,Eugène-Hippolyte,Forest,French, born 1808
336,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=29805,George de,Forest Brush,American, 1854/1855 - 1941
337,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=25690,Günther,Förg,German, born 1952
338,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=7520,Bessie,Forman,American, active c. 1935
339,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=34628,Nino,Formoso,Italian, published 1918
340,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=6217,Jacques de,Fornazeris,French, active 1570/1619
341,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=6959,William,Forrest,Scottish, 1805 - 1889
342,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=4117,James,Forsberg,American, born 1919
343,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=4117,Jim,Forsberg,American, born 1919
344,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=35749,Heinrich von,Förster,German, 1832 - 1889
345,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=12369,Louis,Fort,French, active first half 20th century
346,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=33437,Karl Eugene,Fortess,American, 1907 - 1993
347,https://web.archive.org/web/20121010212714/http://www.nga.gov/cgi-bin/tsearch?artistid=30851,,Fortoul,,
348,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=4118,Giovanni,Fortuna,Italian, 1535 - 1611
349,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=23922,Mariano,Fortuny y Carbó,Spanish, 1838 - 1874
350,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=23922,Mariano,Fortuny y Marsal,Spanish, 1838 - 1874
351,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=6155,Jean-Jacques,Forty,French, 1743 - 1800
352,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=26768,Davide,Fossati,Swiss, 1708 - c. 1799
353,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=18704,Domenico,Fossati,Italian, 1743 - 1784
354,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=11174,Giorgio,Fossati,Swiss, 1705 - 1785
355,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=27434,Charles de la,Fosse,French, 1636 - 1716
356,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=7142,Charles-Louis François de,Fossé,French, 1734 - 1812
357,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=7521,Clementine,Fossek,American, active c. 1935
358,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=7522,Magnus S.,Fossum,American, 1888 - 1980
359,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=34234,Syd,Fossum,American, 1909 - 1978
360,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=4119,Birket,Foster,British, 1825 - 1899
361,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=7523,Lawrence,Foster,American, active c. 1935
362,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=4119,Myles Birket,Foster,British, 1825 - 1899
363,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=22321,William,Foster,British, died 1812
364,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=12080,Ignace,Fougeron,died c. 1760,
365,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=4120,Tsugouharu,Foujita,Japanese, 1886 - 1968
366,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=4121,Pierre,Fourdrinier,French, c. 1720 - 1758
367,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=32881,H.,Fournier,French, 19th century
368,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=34925,Frank Daniel,Fousek,American, 1913 - 1979
369,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=7524,Catherine,Fowler,American, active c. 1935
370,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=30919,Belinda,Fox,Australian, born 1975
371,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=7525,Eva,Fox,American, active c. 1935
372,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=6460,Frederick E.,Fox,American, active 1852/1861
373,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=34929,Milton S.,Fox,American, 1904 - 1971
374,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=33439,Frances M.,Foy,American, 1890 - 1963
375,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=10175,Patrick,Foy,American, active 1975
376,https://web.archive.org/web/20121010212717/http://www.nga.gov/cgi-bin/tsearch?artistid=99,,Fra Angelico,Italian, c. 1395 - 1455
377,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2358,,Fra Bartolommeo,Italian, 1472 - 1517
378,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1691,,Fra Carnevale,Italian, active c. 1445 - 1484
379,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=4122,Wolfgang,Frager,German, born 1923
380,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=30889,Georges,Fragerolle,French,
381,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2111,Lorenzo,Fragni,Italian, 1548 - 1619
382,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=4123,Alexandre-Evariste,Fragonard,French, 1780 - 1850
383,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1316,Jean-Honoré,Fragonard,French, 1732 - 1806
384,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=33440,Walter Keith,Frame,American, 1895 - 1957
385,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=10576,Hollis,Frampton,American, 1936 - 1984
386,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=6792,Francois-Louis,Francais,French, 1814 - 1897
387,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=11356,Louis XIV,France,French, 1638 - 1715
388,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=10672,Louis XVI,France,French, 1754 - 1793
389,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=10670,Louis XV,France,French, 1710 - 1774
390,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=7526,Michael,France,American, active c. 1935
391,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1787,Piero dei,Franceschi,Italian, c. 1416/1417 - 1492
392,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=1787,Pietro di Benedetto dei,Franceschi,Italian, c. 1416/1417 - 1492
393,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=2509,Baldassare,Franceschini,Italian, 1611 - 1689
394,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=18508,Domenico,Franceschini,Italian, active 1705 - 1735
395,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=12045,Marcantonio,Franceschini,,
396,https://web.archive.org/web/20121010212628/http://www.nga.gov/cgi-bin/tsearch?artistid=4124,Vincenzo,Franceschini,Italian, 1680 - c. 1750
